,Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt
7350,1,1,1,2,180000,4,4,0,1,1,0,0,0,8,4,36,14,0,41
14183,0,1,1,0,148500,4,4,1,1,1,0,0,0,8,2,57,14,0,5
3790,1,0,0,0,157500,0,4,0,1,1,0,0,0,16,2,33,1,0,24
9226,0,0,1,0,247500,0,4,0,1,1,0,0,0,8,2,49,1,0,8
8551,0,0,1,2,157500,0,1,1,1,1,0,0,0,6,4,34,4,0,19
18320,1,0,0,0,202500,4,4,3,1,1,1,0,0,8,1,42,23,0,32
11718,1,1,0,0,135000,4,4,1,1,1,0,0,0,8,2,54,2,0,60
9710,0,0,1,0,270000,4,4,1,1,1,0,0,0,6,2,50,28,0,29
15439,0,0,1,0,135000,4,4,4,1,1,0,0,0,14,1,55,14,0,38
24532,0,1,1,1,225000,4,4,0,1,1,0,0,0,14,3,43,1,0,12
17857,1,1,1,0,202500,4,4,1,1,1,1,1,0,8,2,43,9,0,22
24065,0,0,1,0,180000,0,4,1,1,1,0,0,0,11,2,49,4,0,42
21599,0,0,1,0,126000,2,1,1,1,1,0,0,0,3,2,52,21,0,12
6304,0,0,1,0,270000,0,4,0,1,1,0,0,0,14,2,45,2,0,4
20121,0,0,0,0,157500,4,1,1,1,1,1,0,0,14,2,26,2,0,19
17572,0,1,1,1,81000,4,1,1,1,1,1,1,0,3,3,30,4,0,16
21165,0,0,0,0,135000,4,4,4,1,1,1,1,0,8,1,44,2,3,36
21352,1,1,0,0,157500,4,1,1,1,1,0,1,0,8,2,57,7,0,36
24755,0,0,1,1,180000,0,4,0,1,1,0,0,0,13,3,33,9,0,41
15581,0,1,1,1,360000,0,2,1,1,1,0,0,0,8,3,47,1,0,18
19684,1,1,0,0,360000,0,4,3,1,1,0,1,0,4,1,45,2,0,7
14321,0,0,0,1,202500,4,4,1,1,1,1,1,0,14,3,33,9,0,9
9124,0,0,1,0,382500,4,4,4,1,1,1,0,0,12,1,51,15,0,36
12957,1,1,1,0,157500,4,4,1,1,1,1,1,0,6,2,61,20,0,8
593,0,0,0,0,81000,0,4,2,1,1,0,0,0,14,1,50,5,1,22
267,0,0,0,0,270000,4,1,1,1,1,1,1,0,0,2,34,3,0,7
2940,0,0,1,0,99000,4,4,1,1,1,1,1,1,8,2,49,20,0,14
14491,1,0,1,0,157500,0,4,1,1,1,0,0,0,14,2,34,10,0,6
8564,1,1,1,0,405000,4,1,1,1,1,0,0,0,10,2,30,2,0,6
8129,0,0,1,0,180000,0,4,0,1,1,0,0,0,8,2,38,4,0,14
20754,1,1,0,1,135000,4,1,1,1,1,0,0,0,8,3,35,3,0,3
118,0,0,0,0,157500,0,1,1,1,1,0,1,0,6,2,38,14,3,13
1736,1,1,1,0,135000,4,1,1,1,1,0,0,0,14,2,26,3,0,4
11091,1,1,1,2,254700,0,4,1,1,1,0,1,0,8,4,48,25,0,42
14078,0,0,1,0,117000,4,4,1,1,1,0,0,0,11,2,44,25,0,9
7754,1,1,0,0,315000,4,4,1,1,1,0,1,0,4,2,36,2,0,20
6497,0,0,1,1,58500,4,4,0,1,1,1,1,0,3,3,27,3,0,8
25034,0,0,0,0,117000,4,4,3,1,1,0,0,0,14,1,46,1,0,6
2299,1,0,1,0,112500,4,4,1,1,1,1,0,0,8,2,49,5,0,26
23703,0,0,1,2,135000,4,4,1,1,1,0,0,0,16,4,36,13,0,21
17557,1,1,1,1,90000,4,4,1,1,1,0,0,0,4,3,39,7,0,6
8005,0,0,0,0,234000,4,1,3,1,1,0,0,0,10,1,30,6,0,25
6338,0,1,1,0,225000,2,4,1,1,1,0,0,0,10,2,50,6,0,35
23002,1,1,1,1,225000,4,1,1,1,1,0,0,0,10,3,46,10,0,36
17703,1,1,1,1,292500,4,4,1,1,1,0,1,0,8,3,46,13,2,11
14835,0,1,1,0,135000,4,1,1,1,1,0,0,0,10,2,34,11,0,38
19356,0,1,1,0,202500,4,1,0,1,1,1,1,0,3,2,44,10,0,9
19652,0,0,0,0,180000,4,1,1,1,1,0,0,0,0,2,28,2,0,8
13131,0,0,0,0,67500,4,4,1,1,1,1,1,0,14,2,55,20,0,15
12103,1,0,1,0,216000,0,1,1,1,1,0,0,1,10,2,53,21,0,19
9557,0,0,1,2,58500,4,1,1,1,1,0,0,0,3,4,39,17,0,45
12931,0,0,1,0,90000,4,4,1,1,1,1,0,0,8,2,48,4,0,10
758,0,1,1,1,157500,4,4,1,1,1,0,0,0,10,3,35,16,0,22
10060,0,0,1,0,360000,2,4,2,1,1,0,0,0,11,1,33,8,0,8
12069,0,0,1,1,202500,0,1,0,1,1,0,0,1,0,3,39,9,2,17
13465,0,0,0,1,90000,4,4,1,2,1,0,0,0,14,3,43,4,0,11
18674,0,0,1,1,135000,0,4,4,2,1,0,0,0,3,2,47,27,0,28
3761,0,1,1,1,130500,4,4,1,1,1,0,0,0,2,3,39,16,0,33
12474,1,0,0,0,360000,4,4,1,4,1,0,1,0,4,2,39,3,2,8
13894,0,0,1,1,225000,0,4,0,1,1,0,1,1,3,3,46,6,0,26
21267,0,0,0,0,270000,4,4,1,1,1,1,1,0,6,2,49,5,0,15
3040,0,1,1,1,202500,2,4,0,1,1,0,0,0,2,3,34,2,0,7
15007,0,0,1,0,135000,0,4,1,1,1,0,0,0,8,2,43,2,0,13
9631,0,0,0,0,67500,4,4,1,5,1,1,1,0,11,2,43,24,0,10
14604,1,1,1,2,180000,4,4,1,1,1,1,0,0,8,4,41,14,0,16
6886,0,0,1,0,103500,2,4,0,1,1,0,0,0,2,2,31,2,1,5
24169,0,1,1,1,202500,0,4,1,1,1,0,0,0,8,3,43,7,0,29
19085,0,0,1,0,90000,4,4,1,1,1,0,0,0,14,2,50,10,0,22
8033,1,0,0,0,270000,4,2,2,4,1,1,0,0,10,1,50,2,0,8
18769,1,0,0,0,157500,0,1,0,1,1,1,0,0,17,2,26,1,0,4
1909,0,0,1,1,234000,4,4,3,1,1,0,0,0,3,2,57,22,0,18
13766,1,0,0,1,157500,4,1,2,5,1,1,1,0,8,2,30,4,0,23
1122,0,0,1,1,135000,4,1,1,1,1,0,0,0,0,3,38,2,0,12
7716,1,0,0,2,225000,4,1,0,1,1,1,0,0,8,4,46,9,0,6
4076,0,0,1,0,450000,4,1,0,1,1,0,0,0,6,2,48,10,0,8
13356,0,0,0,0,360000,0,4,1,1,1,0,0,0,10,2,51,5,0,16
1927,0,0,1,0,225000,0,1,4,1,1,1,1,0,8,1,60,33,0,59
5944,0,1,1,0,247500,4,1,1,1,1,1,0,0,0,2,33,7,0,12
4232,0,1,1,2,225000,2,1,1,1,1,0,0,0,11,4,41,13,0,33
21714,0,0,1,0,112500,2,4,1,1,1,0,0,1,11,2,48,11,0,9
13172,0,0,1,0,157500,2,4,4,1,1,0,1,0,4,1,63,6,0,8
16502,1,1,0,0,225000,4,4,1,1,1,1,1,0,4,2,37,7,0,21
21096,0,1,0,1,67500,2,1,1,1,1,1,0,0,6,3,38,15,0,38
8240,1,1,1,0,135000,0,4,1,1,1,0,0,0,8,2,28,8,0,8
16594,0,0,1,1,202500,4,4,0,5,1,0,1,0,14,3,37,8,1,15
3808,0,1,0,1,225000,4,1,3,5,1,0,0,0,8,2,38,15,0,52
6237,0,0,0,0,144000,4,4,1,2,1,1,1,0,14,2,46,28,0,44
8294,0,0,0,0,175500,4,4,3,1,1,0,0,0,6,1,52,2,0,15
3264,0,1,1,0,211500,4,4,1,1,1,0,0,0,6,2,43,15,0,9
11910,0,0,1,0,135000,4,4,3,1,1,1,1,0,15,1,63,12,0,20
18323,1,0,0,0,135000,4,4,1,1,1,1,0,0,6,2,29,4,0,24
20014,1,0,0,1,135000,4,4,1,1,1,1,0,0,16,3,31,1,0,11
18669,0,0,1,0,166500,4,2,1,1,1,0,0,1,8,2,30,12,1,6
5111,0,0,1,2,225000,4,1,1,0,1,0,0,0,8,4,43,1,0,2
12479,0,0,1,1,121500,4,4,1,1,1,1,0,0,2,3,37,4,0,7
5047,1,1,1,2,148500,4,1,1,1,1,1,1,0,4,4,45,5,0,2
16826,1,1,1,1,216000,4,4,1,4,1,0,0,0,8,3,47,4,0,43
9042,0,0,1,0,112500,4,4,1,1,1,1,0,0,3,2,33,5,0,3
9587,0,1,1,4,157500,2,4,2,1,1,1,1,0,16,5,39,12,0,8
4686,0,1,1,3,180000,4,4,1,2,1,0,1,0,11,5,35,17,0,29
18857,1,0,0,0,202500,4,4,0,1,1,0,0,0,4,2,63,1,0,30
1935,0,1,1,1,157500,4,1,1,5,1,0,0,1,6,3,30,2,1,5
13588,0,0,0,0,121500,2,1,1,1,1,1,0,0,0,2,61,15,1,20
6805,0,1,1,2,315000,0,1,1,5,1,0,0,0,10,4,35,4,0,21
17242,1,1,0,2,112500,4,1,1,1,1,1,1,0,6,4,44,19,0,35
9401,0,0,1,0,103500,4,4,1,1,1,1,1,0,10,2,62,36,1,4
984,1,1,1,1,180000,4,4,1,1,1,0,0,0,10,3,47,10,0,8
1307,0,0,0,0,180000,0,4,3,1,1,0,0,0,2,1,28,7,0,42
18066,0,0,1,0,207000,4,4,3,1,1,0,0,0,2,1,51,7,0,5
16254,1,1,0,0,675000,0,1,1,1,1,0,1,0,10,2,50,3,0,17
16318,0,0,0,0,90000,4,4,1,1,1,0,1,0,8,2,45,11,0,16
23087,0,0,1,0,126000,4,1,3,1,1,0,0,1,8,1,55,8,0,31
17057,0,0,1,0,135000,4,2,3,1,1,0,0,0,15,1,30,2,1,4
23123,0,0,0,1,225000,4,2,1,5,1,0,0,0,0,3,44,21,0,44
3996,0,0,1,2,157500,0,4,0,1,1,0,0,0,8,4,31,1,0,5
6343,1,0,1,0,202500,4,2,0,1,1,0,1,1,3,2,24,1,0,6
8258,0,1,1,0,90000,4,4,1,1,1,0,0,0,10,2,39,8,0,36
3836,1,1,0,0,337500,4,4,3,5,1,0,0,0,3,1,32,10,0,52
21280,0,0,0,0,157500,0,1,1,1,1,1,1,0,8,2,47,4,0,12
16822,1,0,0,1,112500,4,4,1,1,1,0,0,0,8,3,40,5,0,37
14854,0,1,1,0,90000,0,4,1,1,1,0,0,0,11,2,39,7,0,27
11977,1,1,1,2,225000,4,4,1,1,1,0,0,1,16,4,42,13,1,6
10757,1,1,0,1,157500,4,4,1,1,1,0,0,0,4,3,43,6,0,42
11983,1,0,0,0,180000,4,1,3,1,1,1,1,0,10,1,27,1,0,28
14780,0,0,1,0,252000,2,4,1,1,1,1,1,0,11,2,51,1,0,6
503,0,0,0,0,238500,4,4,1,1,1,1,0,0,8,2,53,10,0,42
18651,0,1,1,0,157500,4,1,1,0,1,1,0,0,0,2,61,1,0,9
23752,0,0,0,1,99000,0,4,1,1,1,0,0,0,8,3,36,15,0,18
5514,0,0,1,0,157500,4,4,1,1,1,0,0,0,3,2,42,8,2,42
17679,1,1,1,0,315000,4,1,1,1,1,0,0,0,4,2,51,8,0,42
22219,1,0,0,0,135000,4,3,0,1,1,0,1,0,9,2,28,10,0,34
11440,1,1,1,0,220500,4,4,1,1,1,0,1,0,4,2,54,3,0,10
4739,0,0,0,0,202500,4,4,4,1,1,0,0,0,8,1,44,7,0,8
6742,0,1,1,1,202500,4,4,1,1,1,0,0,0,8,3,46,7,0,18
2694,0,0,1,0,112500,4,4,1,1,1,0,1,0,8,2,47,29,0,21
11602,1,1,1,1,135000,0,1,1,1,1,1,1,0,10,3,50,2,0,6
18399,1,1,0,0,270000,4,2,1,1,1,1,1,1,8,2,33,3,0,11
9612,0,0,1,0,211500,4,4,1,1,1,0,0,0,14,2,46,6,0,5
4923,0,0,1,1,135000,4,4,1,1,1,0,0,0,8,3,46,1,6,34
4581,0,0,1,0,225000,4,1,1,1,1,0,0,0,10,2,55,10,0,14
3544,1,1,1,1,315000,4,1,1,0,1,0,1,0,8,3,37,4,0,14
13891,0,0,1,1,225000,0,4,0,1,1,0,1,1,3,3,46,6,0,30
10700,0,0,0,1,360000,0,1,0,1,1,0,0,0,14,3,41,6,0,30
23143,0,0,0,0,90000,4,4,3,1,1,0,0,0,8,1,43,1,1,5
5321,1,1,0,1,225000,0,4,1,1,1,0,0,0,10,3,46,7,0,20
12941,0,0,1,0,202500,4,4,1,1,1,0,1,0,8,2,44,8,0,47
10468,0,1,0,1,90000,2,4,1,2,1,1,1,0,11,3,39,20,0,24
10642,0,1,1,0,135000,4,4,2,1,1,0,0,0,8,1,45,4,0,16
9856,0,0,1,0,112500,4,4,3,1,1,1,0,0,14,1,25,4,0,10
7849,0,1,0,1,135000,4,1,0,1,1,0,0,0,14,3,36,2,0,22
2656,1,1,0,1,495000,4,4,1,1,1,0,1,0,8,3,29,1,0,21
15906,0,0,0,0,180000,4,4,3,5,1,1,0,0,14,1,29,8,0,14
21940,0,0,1,1,157500,4,2,3,5,1,0,0,0,3,2,32,2,0,17
18299,0,0,1,0,157500,2,1,1,1,1,1,1,0,3,2,56,1,0,9
5555,1,0,0,2,202500,4,4,1,1,1,0,0,0,8,4,27,4,0,10
777,1,0,0,1,247500,4,4,3,1,1,0,1,0,8,2,46,19,0,39
24490,1,0,0,0,225000,0,1,1,5,1,0,1,0,7,2,26,3,2,6
22228,0,0,0,0,306000,2,1,1,1,1,0,0,0,11,2,35,16,0,10
3201,0,0,1,0,247500,0,4,1,1,1,0,0,0,11,2,45,24,0,17
24996,0,1,1,0,54000,2,4,3,1,1,0,0,0,11,1,24,5,0,13
6200,0,0,0,0,202500,0,4,1,1,1,1,0,0,10,2,36,7,1,20
12088,0,0,0,0,135000,0,1,1,5,1,0,0,1,3,2,43,2,0,7
25087,0,0,1,0,175500,0,1,1,1,1,1,1,0,10,2,42,7,0,26
24525,0,1,1,1,225000,4,4,0,1,1,0,0,0,14,3,43,1,0,24
2082,1,1,1,0,157500,0,4,3,2,1,1,0,0,8,1,27,6,0,39
2623,1,0,1,2,99000,4,4,1,1,1,1,1,0,8,4,39,3,0,31
1511,1,1,1,0,360000,4,2,1,1,1,1,1,0,14,2,28,1,0,28
3953,0,1,1,0,315000,0,4,1,1,1,0,0,1,3,2,43,16,0,34
19504,0,0,0,0,90000,4,4,3,1,1,0,0,0,3,1,34,5,0,13
20268,0,0,0,0,171000,4,4,2,3,1,1,0,0,4,1,45,25,0,20
448,0,0,0,0,198000,0,4,0,1,1,0,0,0,8,2,52,27,0,49
14898,0,1,1,0,180000,4,4,1,1,1,0,0,0,8,2,36,2,0,19
21665,1,0,1,2,135000,0,4,1,1,1,1,1,0,8,4,34,1,0,35
23208,0,1,0,4,202500,4,2,1,1,1,0,0,0,3,6,35,13,0,15
16227,0,0,1,1,135000,2,1,0,1,1,1,1,0,3,3,47,26,3,24
2687,0,1,1,1,225000,0,1,1,1,1,1,1,0,10,3,47,3,1,38
5467,1,0,1,0,360000,4,1,3,1,1,1,0,0,6,1,39,7,0,13
13962,1,0,0,1,225000,4,1,1,1,1,0,0,0,3,3,38,18,0,43
18134,0,0,1,0,157500,4,4,1,1,1,0,0,0,8,2,58,5,0,20
23068,0,1,1,0,157500,0,1,3,1,1,0,0,0,12,1,44,4,0,9
9454,0,1,0,1,315000,0,1,1,1,1,0,0,0,0,3,40,7,0,28
6138,1,1,0,0,157500,4,4,1,4,1,1,1,0,3,2,34,1,0,34
674,0,1,1,0,180000,2,4,1,1,1,0,0,0,11,2,57,11,0,12
17005,0,0,0,0,112500,4,4,4,5,1,1,1,0,3,1,29,3,0,24
913,1,1,1,0,675000,2,1,1,1,1,0,0,0,6,2,33,7,1,42
13455,0,0,0,1,162000,4,2,0,1,1,1,1,0,3,3,35,9,0,10
8401,0,0,1,1,180000,4,4,1,1,1,0,1,0,16,3,46,2,0,3
3901,1,1,1,0,405000,4,4,1,1,1,1,0,0,10,2,45,3,0,23
4125,0,0,0,0,67500,4,4,1,1,1,0,0,0,14,2,28,6,0,35
18851,0,0,1,0,202500,4,4,1,1,1,0,0,0,3,2,40,10,0,46
19106,0,0,0,0,135000,4,4,1,1,1,0,0,0,0,2,49,30,0,46
22063,0,0,1,0,90000,0,4,1,1,1,0,0,0,8,2,54,8,0,31
16738,0,0,0,1,153000,4,4,1,5,1,0,0,0,14,3,27,5,0,5
9513,0,0,0,0,90000,0,4,1,1,1,1,1,0,14,2,43,1,1,20
14662,0,1,1,2,216000,4,1,1,1,1,0,0,0,3,4,35,14,4,33
19880,1,0,0,1,202500,0,1,1,1,1,1,0,0,3,3,36,4,0,22
1545,0,0,1,0,292500,4,1,0,1,1,0,0,1,10,2,35,15,0,12
7064,0,0,1,1,157500,0,1,1,1,1,0,1,0,8,3,39,14,0,1
16770,0,0,1,0,112500,4,1,1,1,1,0,0,0,0,2,34,11,8,19
784,1,0,1,0,360000,4,4,1,1,1,0,0,0,4,2,50,4,0,28
2203,0,1,1,0,180000,4,1,3,1,1,0,0,0,3,1,46,16,0,40
14367,1,0,0,0,405000,4,4,3,1,1,0,0,1,14,1,39,6,0,22
21346,0,0,0,0,112500,2,4,3,1,1,1,1,0,16,1,53,16,3,2
21569,0,0,1,1,112500,0,4,0,1,1,0,1,0,14,3,41,4,0,3
10797,1,1,1,0,270000,4,4,3,1,1,0,0,0,8,1,38,5,0,15
14477,0,0,1,1,67500,2,4,1,1,1,1,0,0,14,3,39,10,0,8
9634,0,0,0,0,67500,4,4,1,5,1,1,1,0,11,2,43,24,0,39
17902,0,0,0,1,81000,2,1,1,5,1,0,0,0,3,3,33,7,0,18
9762,1,1,1,1,225000,4,4,1,1,1,0,1,0,4,3,32,3,0,13
2813,0,0,1,1,108000,4,4,1,1,1,0,1,0,14,3,36,4,0,2
12489,0,1,1,0,148500,0,4,1,3,1,0,0,0,3,2,47,7,0,40
13617,0,1,0,0,112500,2,4,1,1,1,0,0,0,6,2,60,11,0,43
10041,0,1,0,0,315000,4,4,1,1,1,0,0,0,10,2,54,12,0,42
13069,0,0,1,0,72000,4,4,4,1,1,1,1,0,1,1,55,6,0,6
17547,0,0,1,0,202500,4,1,3,1,1,1,1,0,3,1,43,22,0,58
7778,0,1,0,0,270000,4,4,3,1,1,0,0,0,11,1,43,9,0,26
16285,0,1,1,2,135000,0,1,1,1,1,0,0,0,10,4,28,4,0,18
8541,1,1,1,1,193500,4,4,1,1,1,1,0,0,3,3,29,7,0,6
9426,0,0,1,1,225000,4,1,1,1,1,0,0,0,4,3,32,3,0,19
617,1,1,0,2,427500,0,1,1,1,1,1,0,0,10,4,42,18,0,5
21268,0,0,0,0,270000,4,4,1,1,1,1,1,0,6,2,49,5,0,35
16617,1,0,1,2,135000,4,4,1,1,1,1,0,0,8,4,38,2,2,41
19114,1,0,1,0,225000,4,1,3,1,1,0,0,0,16,1,41,6,0,47
6126,0,0,0,0,202500,4,4,1,1,1,0,1,0,8,2,53,2,0,38
19413,1,1,1,0,180000,4,4,1,1,1,1,0,0,14,2,36,5,0,13
3495,0,0,1,1,225000,0,4,1,1,1,0,0,0,10,3,35,10,0,7
17801,1,1,1,0,202500,4,1,1,1,1,0,0,0,10,2,63,11,1,55
1894,1,1,1,0,256500,0,1,1,1,1,0,0,1,3,2,59,5,0,41
6444,0,1,1,2,144000,4,4,1,1,1,1,1,0,8,4,32,11,0,5
24526,0,1,1,1,225000,4,4,0,1,1,0,0,0,14,3,43,1,0,32
17542,0,0,1,1,315000,4,1,1,1,1,0,0,0,10,3,32,4,0,27
17275,1,0,0,0,121500,2,2,3,1,1,1,0,0,8,1,25,5,0,9
23787,0,0,1,0,193500,4,1,1,1,1,0,0,0,6,2,58,20,0,23
21282,0,0,0,0,157500,0,1,1,1,1,1,1,0,8,2,47,4,0,33
14026,1,1,1,1,360000,4,4,0,1,1,0,0,0,8,3,39,8,0,10
14810,0,0,1,0,202500,4,4,1,1,1,0,0,0,6,2,54,18,4,18
10964,0,0,0,0,122400,4,4,1,1,1,1,0,1,11,2,58,4,0,35
23586,1,1,0,1,315000,2,1,1,2,1,0,0,0,3,3,25,3,0,15
7530,0,0,1,0,229500,4,1,1,1,1,0,0,0,3,2,46,4,0,38
24856,0,0,1,0,103500,0,1,1,1,1,0,0,0,1,2,52,3,0,14
5972,1,0,1,0,292500,0,1,3,4,1,0,1,0,14,1,28,4,0,28
22133,1,0,1,0,270000,4,1,3,1,1,0,1,0,8,1,42,9,0,15
12677,1,0,1,0,180000,0,1,3,5,1,0,1,0,6,1,27,4,0,21
13987,0,0,1,0,180000,2,1,2,1,1,0,0,1,3,1,56,13,0,2
609,1,1,0,0,360000,0,4,2,5,1,1,1,0,4,1,29,2,0,15
10848,1,1,0,0,119250,4,4,0,1,1,0,0,1,4,2,49,2,0,35
16048,1,1,0,1,450000,4,1,1,1,1,1,0,0,10,3,54,16,0,15
7238,0,1,0,0,135000,0,4,1,1,1,0,0,0,8,2,29,1,0,11
18157,1,1,1,0,135000,4,4,3,1,1,0,0,0,4,1,27,3,0,13
6617,1,0,0,1,135000,4,4,1,2,1,0,0,0,8,3,40,19,5,22
14064,0,1,1,0,157500,4,1,1,1,1,0,0,0,10,2,63,16,0,4
9043,0,0,1,0,112500,4,4,1,1,1,1,0,0,3,2,33,5,0,10
803,0,1,1,1,90000,2,4,1,1,1,0,0,0,11,3,48,23,0,7
4379,0,0,0,0,90000,2,4,1,4,1,0,0,0,3,2,48,4,0,30
7465,1,1,1,0,112500,4,4,1,1,1,0,0,0,3,2,37,19,0,11
21604,0,1,1,1,135000,0,1,0,1,1,0,1,0,0,3,31,1,0,10
4416,0,1,1,0,225000,4,1,1,1,1,0,1,0,3,2,48,9,2,51
13400,0,0,0,0,171000,4,4,1,1,1,0,0,0,8,2,48,5,0,26
21941,0,0,1,1,157500,4,2,3,5,1,0,0,0,3,2,32,2,0,4
19061,1,1,1,2,180000,4,1,1,1,1,0,0,0,10,4,37,7,0,50
12773,0,0,1,1,202500,4,4,1,1,1,0,0,0,11,3,39,1,0,26
22514,1,1,0,2,135000,4,4,1,1,1,1,1,0,4,4,31,1,8,32
10202,0,1,1,0,360000,0,4,1,2,1,0,0,0,0,2,46,9,0,55
8406,1,1,1,0,180000,4,4,1,1,1,0,0,0,4,2,37,3,0,11
3728,0,1,1,0,270000,4,4,2,1,1,0,0,0,14,1,48,7,0,16
2367,1,1,1,0,135000,4,4,1,1,1,0,1,0,3,2,48,8,0,10
18614,0,0,1,1,157500,4,4,1,1,1,1,1,0,14,3,48,4,0,11
17798,0,0,0,0,180000,4,4,1,1,1,0,1,0,1,2,62,4,0,14
18290,0,0,1,0,180000,2,1,0,1,1,0,1,0,6,2,46,8,0,31
4457,0,1,1,0,202500,4,4,3,1,1,0,0,0,8,1,37,8,0,4
19419,0,0,1,1,180000,4,4,1,1,1,0,0,0,8,3,42,7,0,31
16463,0,0,1,2,126000,4,4,1,1,1,1,1,0,14,4,28,5,0,32
24213,0,1,1,0,121500,4,4,1,1,1,0,0,0,11,2,28,4,1,21
19888,0,0,0,0,292500,4,4,1,1,1,0,1,0,14,2,39,4,0,2
23241,1,1,0,0,202500,2,4,1,1,1,1,1,0,3,2,32,12,0,38
6730,0,0,1,1,135000,0,4,1,1,1,0,0,0,8,3,30,3,0,5
19806,0,0,1,3,135000,0,4,1,1,1,0,0,0,14,5,34,7,0,18
12821,0,1,1,0,315000,2,1,1,1,1,0,0,1,4,2,54,3,0,38
19828,0,0,0,0,135000,0,2,3,1,1,0,0,0,0,1,49,1,0,48
10704,0,0,0,1,360000,0,1,0,1,1,0,0,0,14,3,41,6,0,13
15401,0,0,1,0,67500,4,1,1,1,1,0,0,0,3,2,39,5,0,32
1774,0,1,1,0,202500,0,2,1,1,1,1,1,1,0,2,44,12,0,23
9718,1,1,1,1,324000,4,1,1,1,1,1,1,0,6,3,31,9,0,9
11773,0,1,1,0,216000,4,4,1,1,1,0,0,0,10,2,59,10,0,50
23930,0,0,1,0,157500,4,1,0,5,1,0,0,0,0,2,23,2,0,8
15700,1,1,0,1,252000,2,1,1,1,1,1,1,0,6,3,35,5,0,20
2643,0,0,1,0,117000,0,4,0,1,1,1,1,0,12,2,34,13,0,28
4873,1,0,1,0,126000,4,4,1,1,1,1,1,0,8,2,29,2,0,32
23573,1,1,1,0,144000,0,1,1,1,1,0,1,0,10,2,53,7,0,6
13204,0,0,1,0,63000,2,4,0,1,1,0,0,0,2,2,54,21,0,5
2537,0,0,1,0,202500,4,4,2,1,1,0,0,0,3,1,39,3,0,38
4703,0,0,0,2,382500,2,4,1,1,1,0,0,0,16,4,52,14,0,34
8855,1,0,0,0,190400,0,4,1,1,1,1,0,0,3,2,29,4,0,2
23557,0,0,1,0,126000,4,4,1,1,1,1,1,0,6,2,63,7,0,9
3192,0,0,1,0,202500,4,1,1,1,1,0,0,0,10,2,50,4,0,16
3017,1,0,0,0,180000,4,4,0,1,1,0,0,0,8,2,48,10,0,14
1159,0,0,1,0,157500,0,4,1,1,1,0,0,0,16,2,46,3,0,47
2550,1,1,1,0,90900,4,4,1,1,1,0,0,0,8,2,60,7,0,41
3399,1,1,1,0,157500,4,4,1,1,1,1,1,0,4,2,34,10,0,42
20187,0,0,0,2,121500,4,1,1,1,1,0,0,0,5,4,33,2,0,26
23231,0,0,0,0,180000,4,4,1,1,1,1,1,0,0,2,51,13,0,16
10222,0,0,0,1,135000,0,4,2,1,1,0,0,0,12,2,30,8,0,4
20882,0,1,1,1,207000,4,1,1,1,1,0,1,1,0,3,30,7,0,10
13092,0,0,1,0,216000,4,4,3,1,1,0,0,0,11,1,50,9,0,7
887,0,0,1,0,67500,4,4,1,1,1,0,0,1,11,2,43,1,0,35
14733,0,0,0,0,148500,0,4,0,1,1,0,0,0,14,2,41,6,1,15
4046,1,0,1,0,360000,0,4,1,1,1,0,0,0,10,2,35,12,0,47
8424,0,0,1,0,238500,4,1,1,1,1,1,1,0,14,2,57,9,0,38
10308,0,0,0,0,112500,4,4,3,1,1,0,0,0,3,1,32,1,0,21
10547,0,0,1,1,202500,2,4,0,1,1,0,0,0,12,3,44,24,0,53
17708,0,0,1,0,121500,4,4,1,1,1,0,0,0,11,2,41,17,0,28
13892,0,0,1,1,225000,0,4,0,1,1,0,1,1,3,3,46,6,0,19
20473,0,0,1,1,81000,4,4,1,2,1,1,1,0,1,3,44,18,0,44
9084,1,1,1,0,225000,0,4,3,1,1,0,0,0,8,1,23,3,0,21
24268,0,0,1,1,225000,4,4,1,1,1,1,1,0,14,3,40,9,0,45
17176,1,1,1,0,202500,4,1,1,1,1,0,0,0,4,2,49,9,7,7
1788,1,0,1,0,315000,4,4,1,1,1,0,0,0,8,2,54,4,0,21
22931,1,0,1,2,225000,4,4,1,1,1,0,0,0,3,4,46,1,2,37
22813,1,1,1,1,225000,0,4,3,1,1,1,0,0,8,2,41,15,0,42
18019,0,0,0,0,90000,4,4,1,2,1,0,1,0,8,2,53,8,0,38
20671,0,1,0,0,135000,4,4,0,5,1,0,1,0,14,2,28,2,0,7
17538,1,1,1,0,157500,4,1,1,5,1,0,0,0,0,2,31,3,0,3
8291,0,0,0,0,175500,4,4,3,1,1,0,0,0,6,1,52,2,0,14
11852,0,0,0,0,157500,4,1,0,5,1,0,0,0,0,2,37,1,0,4
197,1,1,1,0,247500,4,4,1,1,1,0,0,0,4,2,35,12,0,14
6121,0,0,0,0,135000,4,4,1,1,1,1,1,0,14,2,44,5,0,7
18725,0,1,0,0,247500,4,4,2,1,1,0,0,0,8,1,38,6,0,8
19094,0,1,1,0,225000,0,1,1,1,1,0,1,0,6,2,45,1,0,15
15733,0,0,0,0,225000,4,4,4,1,1,0,0,0,0,1,57,16,0,15
4993,0,0,1,0,112500,2,3,1,1,1,0,0,0,8,2,55,8,0,31
